,product/slug,location/country,score,industry,segment,Review,sentiment,review_processed,category
574,checkr,United States,5.0,Transportation/Trucking/Railroad,mid-market,"We find integrating Checkr's technology with ours in order to more efficiently on board drivers has been crucial to making the on-boarding process more efficient. Checkr is very easy to work with and continue to impress us with their offerings and what is to come.
I wish there were more product offerings so that Checkr could be our one stop shop for MVR's, backgroundchecks, and fingerprinting.
nan
By utilizing Checkr we are able to close the gap between name based searches & fingerprinting. Using Checkr gives us even more peace of mind. ",positive,"['find', 'integrating', 'checkr', ""'s"", 'technology', 'order', 'efficiently', 'board', 'driver', 'ha', 'crucial', 'making', 'on-boarding', 'process', 'efficient', 'checkr', 'easy', 'work', 'continue', 'impress', 'u', 'offering', 'come', 'wish', 'product', 'offering', 'checkr', 'could', 'one', 'stop', 'shop', 'mvr', ""'s"", 'backgroundchecks', 'fingerprinting', 'nan', 'utilizing', 'checkr', 'able', 'close', 'gap', 'name', 'based', 'search', 'fingerprinting', 'using', 'checkr', 'give', 'u', 'even', 'peace', 'mind']","Technology, Checks, Platform, Time, Adjectives"
575,zinc-work,United Kingdom,4.0,Information Technology and Services,enterprise,"I find Zinc easy to use and the team are very quick to help with any issues
I wish there was an easier way to set up certain people to receive notifications
nan
Solves the problem of efficient references",positive,"['find', 'zinc', 'easy', 'use', 'team', 'quick', 'help', 'issue', 'wish', 'wa', 'easier', 'way', 'set', 'certain', 'people', 'receive', 'notification', 'nan', 'solves', 'problem', 'efficient', 'reference']","Communication, Complaints & Issues, Checks, Platform, Adjectives"
576,checkr,United States,4.5,Religious Institutions,mid-market,"I like the fact that it has an interface with Planning Center People.  It makes running reports, reviewing results, and monitoring expired/needed checks a simple process.
I wish there was a way to customize the email content the person receives when a background check is requested.  It has wording that suggests a need for a background check due to employment, but we use it for your volunteers.
nan
They have created a community that asks for opinions and suggestions so that they can make feature and functionality changes for improved customer usability.  They seem open and eager to receive input. Smooth Interface with Planning",positive,"['like', 'fact', 'ha', 'interface', 'planning', 'center', 'people', 'make', 'running', 'report', 'reviewing', 'result', 'monitoring', 'expired/needed', 'check', 'simple', 'process', 'wish', 'wa', 'way', 'customize', 'email', 'content', 'person', 'receives', 'background', 'check', 'requested', 'ha', 'wording', 'suggests', 'need', 'background', 'check', 'due', 'employment', 'use', 'volunteer', 'nan', 'created', 'community', 'asks', 'opinion', 'suggestion', 'make', 'feature', 'functionality', 'change', 'improved', 'customer', 'usability', 'seem', 'open', 'eager', 'receive', 'input', 'smooth', 'interface', 'planning']","Communication, Technology, Checks, Platform, Documentation & Compliance, Features & Functions, Adjectives"
577,checkr,United States,5.0,Hospital & Health Care,small-business,"It's easy to create a report and they come back quickly.
I wish there was a phone number you could call for customer service.
nan
fast reliable background checks for employment purposes at my job.",positive,"[""'s"", 'easy', 'create', 'report', 'come', 'back', 'quickly', 'wish', 'wa', 'phone', 'number', 'could', 'call', 'customer', 'service', 'nan', 'fast', 'reliable', 'background', 'check', 'employment', 'purpose', 'job']","Communication, Performance & Quality, Checks, Platform, Documentation & Compliance, People Management, Time, Adjectives"
578,checkr,United States,4.5,Hospital & Health Care,mid-market,"The turn around time to receive backgrounds is so fast!
I wish there was a phone number for customer service.
nan
Getting backgrounds completed in a timely manner Caregiver",positive,"['turn', 'around', 'time', 'receive', 'background', 'fast', 'wish', 'wa', 'phone', 'number', 'customer', 'service', 'nan', 'getting', 'background', 'completed', 'timely', 'manner', 'caregiver']","Time, Communication, Checks"
579,checkr,United Kingdom,3.0,Human Resources,enterprise,"I like the ability to complete all background checks in one place
I wish there was a mobile app for on-the-go accessibility
nan
HR accountability",negative,"['like', 'ability', 'complete', 'background', 'check', 'one', 'place', 'wish', 'wa', 'mobile', 'app', 'on-the-go', 'accessibility', 'nan', 'hr', 'accountability']",Checks
580,certn,Canada,4.5,Construction,mid-market,"When we received a price increase with our old supplier, it was time to find a new company for our background checks and driver's abstracts.  After doing some research, I decided to move forward with Certn.  Their prices were better, the process is much more streamlined and the account set up was easy peasy.  I am very glad we switched!
I wish the invoices were detailed (ie. showed the name of who was checked) so I knew who the invoice charges were for.
nan
Making the process of getting background checks and driver's abstracts for new hires much easier! Great",positive,"['received', 'price', 'increase', 'old', 'supplier', 'wa', 'time', 'find', 'new', 'company', 'background', 'check', 'driver', ""'s"", 'abstract', 'research', 'decided', 'move', 'forward', 'certn', 'price', 'better', 'process', 'much', 'streamlined', 'account', 'set', 'wa', 'easy', 'peasy', 'glad', 'switched', 'wish', 'invoice', 'detailed', 'ie', 'showed', 'name', 'wa', 'checked', 'knew', 'invoice', 'charge', 'nan', 'making', 'process', 'getting', 'background', 'check', 'driver', ""'s"", 'abstract', 'new', 'hire', 'much', 'easier', 'great']","Technology, Checks, Cost, People Management, Features & Functions, Time, Adjectives"
581,checkr,United States,5.0,Staffing and Recruiting,enterprise,"The simulation was game changing for me, it really gave me a new perspective on what candidates who have criminal history experience when re-entering society and how hard and discouraging it can be.
I wish the conference was longer!  There was so much value in the one day I hope the next conference spans two days.
nan
We are solving the problem of real time hiring.  It can be difficult to retain candidates with long TAT and Checkr has been invaluable in that space. ",negative,"['simulation', 'wa', 'game', 'changing', 'really', 'gave', 'new', 'perspective', 'candidate', 'criminal', 'history', 'experience', 're-entering', 'society', 'hard', 'discouraging', 'wish', 'conference', 'wa', 'longer', 'wa', 'much', 'value', 'one', 'day', 'hope', 'next', 'conference', 'span', 'two', 'day', 'nan', 'solving', 'problem', 'real', 'time', 'hiring', 'difficult', 'retain', 'candidate', 'long', 'tat', 'checkr', 'ha', 'invaluable', 'space']","Checks, Cost, People Management, Time, Adjectives"
582,certn,Canada,5.0,Computer Software,small-business,"Very easy-to-use, streamlined process. Overall makes life easier.
I wish it were cheaper. Maybe offer different packaged pricing, especially around reference verification.
nan
Certn his streamlining our hiring process.",positive,"['easy-to-use', 'streamlined', 'process', 'overall', 'make', 'life', 'easier', 'wish', 'cheaper', 'maybe', 'offer', 'different', 'packaged', 'pricing', 'especially', 'around', 'reference', 'verification', 'nan', 'certn', 'streamlining', 'hiring', 'process']","Technology, Checks, Cost, People Management, Features & Functions, Adjectives"
583,certn,United States,4.5,Computer Software,mid-market,"The system was easy to setup and use without us needing any additional help.
I wish it had more integrations with our HR platforms like greenhouse or bamboo.
nan
We needed a fast solution for background checks in Canada. They process our request very fast.",positive,"['system', 'wa', 'easy', 'setup', 'use', 'without', 'u', 'needing', 'additional', 'help', 'wish', 'integration', 'hr', 'platform', 'like', 'greenhouse', 'bamboo', 'nan', 'needed', 'fast', 'solution', 'background', 'check', 'canada', 'process', 'request', 'fast']","Communication, Technology, Checks, Platform, Integration, Adjectives"
584,checkr,United States,5.0,Information Technology and Services,small-business,"I love that I can order background checks for domestic and international employees and consultants.
I wish I had the ability to cancel a background check once initiated.
nan
Checkr allows me to initiate background checks for anyone in the world (domestic and international). Checkr is the",positive,"['love', 'order', 'background', 'check', 'domestic', 'international', 'employee', 'consultant', 'wish', 'ability', 'cancel', 'background', 'check', 'initiated', 'nan', 'checkr', 'allows', 'initiate', 'background', 'check', 'anyone', 'world', 'domestic', 'international', 'checkr']","People Management, Adjectives, Checks"
585,checkr,United States,4.5,Hospital & Health Care,small-business,"We were able to customize a few options that best fit our needs along side one of their reps to make it easy to select on of the few designated options for backgrounds. Keeps it simple and uniform across the board for us.
I was unaware of everything they had to offer in the beginning and did not utilize as best as we could have until we learned more.
nan
Reduced the number of backgrounds we were having to run by various vendors to meet compliance needs. They have a continuous monitoring option available that saves us from running monthly OIG and SAM reports on every employee as well. It's been reliable information and saved us time overall.",positive,"['able', 'customize', 'option', 'best', 'fit', 'need', 'along', 'side', 'one', 'rep', 'make', 'easy', 'select', 'designated', 'option', 'background', 'keep', 'simple', 'uniform', 'across', 'board', 'u', 'wa', 'unaware', 'everything', 'offer', 'beginning', 'utilize', 'best', 'could', 'learned', 'nan', 'reduced', 'number', 'background', 'run', 'various', 'vendor', 'meet', 'compliance', 'need', 'continuous', 'monitoring', 'option', 'available', 'save', 'u', 'running', 'monthly', 'oig', 'sam', 'report', 'every', 'employee', 'well', ""'s"", 'reliable', 'information', 'saved', 'u', 'time', 'overall']","Communication, Performance & Quality, Checks, Platform, Documentation & Compliance, Features & Functions, Time, Adjectives"
586,checkr,United States,5.0,Telecommunications,mid-market,"I am loving checkr for how fast, reliable and integrated into our system it it! thank you for making an absolutely awesome product!
i want to be able to open up multiple profiles under the considers section, like select the entire page and click open links. 
nan
We love the flexibility of having set our adjuciation criteria and cannot wait for checkr access. ",positive,"['loving', 'checkr', 'fast', 'reliable', 'integrated', 'system', 'thank', 'making', 'absolutely', 'awesome', 'product', 'want', 'able', 'open', 'multiple', 'profile', 'considers', 'section', 'like', 'select', 'entire', 'page', 'click', 'open', 'link', 'nan', 'love', 'flexibility', 'set', 'adjuciation', 'criterion', 'wait', 'checkr', 'access']","Platform, Performance & Quality, Adjectives"
587,checkr,United States,5.0,Management Consulting,small-business,"So easy to use!  And way less expensive than Hire Right.
I think this product is great and don't have anything negative to say about it.
nan
They make doing background checks via rippling seamless and so easy to do.",positive,"['easy', 'use', 'way', 'le', 'expensive', 'hire', 'right', 'think', 'product', 'great', ""n't"", 'anything', 'negative', 'say', 'nan', 'make', 'background', 'check', 'via', 'rippling', 'seamless', 'easy']","Checks, Platform, Cost, Features & Functions, Adjectives"
588,hireright,United States,3.0,Insurance,enterprise,"We have been using HireRight for about a year and everything seems to be going smoothly more or less.  We are having a much better experience, customer service, and quicker turn around time compared to our last vendor, which is why we switched in the first place.
I think there’s a balance between getting the check done quickly and getting it done thoroughly.  Sometimes I wish a stronger attempt was made at confirming information, instead of just writing it off as completed without actually confirming some of the provided by a candidate. 
nan
We are having a much better experience, customer service, and quicker turn around time compared to our last vendor, which is why we switched in the first place. Have not had nearly as many issues so we are spending less time managing the vendor which is great.",negative,"['using', 'hireright', 'year', 'everything', 'seems', 'going', 'smoothly', 'le', 'much', 'better', 'experience', 'customer', 'service', 'quicker', 'turn', 'around', 'time', 'compared', 'last', 'vendor', 'switched', 'first', 'place', 'think', '’', 'balance', 'getting', 'check', 'done', 'quickly', 'getting', 'done', 'thoroughly', 'sometimes', 'wish', 'stronger', 'attempt', 'wa', 'made', 'confirming', 'information', 'instead', 'writing', 'completed', 'without', 'actually', 'confirming', 'provided', 'candidate', 'nan', 'much', 'better', 'experience', 'customer', 'service', 'quicker', 'turn', 'around', 'time', 'compared', 'last', 'vendor', 'switched', 'first', 'place', 'nearly', 'many', 'issue', 'spending', 'le', 'time', 'managing', 'vendor', 'great']","Communication, Complaints & Issues, Platform, People Management, Features & Functions, Time, Adjectives"
589,certn,Canada,4.5,Education Management,mid-market,"Certn is very easy to use. As an administrator, there isn't much more we need to do other than sending the user an invitation to complete the background check. The support team is extremely responsive and easy to contact.
I think the pricing is a bit on the higher side, especially for the number of background checks that we need to do.
nan
Certn is able to essentially conduct all the background checks for us for both Canadian and US employees within a few business days. it's a quick and efficient process. HR",positive,"['certn', 'easy', 'use', 'administrator', ""n't"", 'much', 'need', 'sending', 'user', 'invitation', 'complete', 'background', 'check', 'support', 'team', 'extremely', 'responsive', 'easy', 'contact', 'think', 'pricing', 'bit', 'higher', 'side', 'especially', 'number', 'background', 'check', 'need', 'nan', 'certn', 'able', 'essentially', 'conduct', 'background', 'check', 'u', 'canadian', 'u', 'employee', 'within', 'business', 'day', ""'s"", 'quick', 'efficient', 'process', 'hr']","Communication, Technology, Checks, Platform, Cost, People Management, Time, Adjectives"
590,certn,United States,4.5,Transportation/Trucking/Railroad,small-business,"It was so easy to use. I had to do a quick last minute background check on my employee and this was perfect.
I think the biggest downfall was the price. Aside from the price I did not have any issues with the product.
nan
Last minute background check",positive,"['wa', 'easy', 'use', 'quick', 'last', 'minute', 'background', 'check', 'employee', 'wa', 'perfect', 'think', 'biggest', 'downfall', 'wa', 'price', 'aside', 'price', 'issue', 'product', 'nan', 'last', 'minute', 'background', 'check']","Complaints & Issues, Checks, Platform, Cost, Time, Adjectives"
591,hipeople,Germany,4.0,Human Resources,enterprise,"HiPeople helped streamline the recruitment process - making is very accessible to collect references!
I think some of the questions to fill out about the reference could allow to add more detail regarding your working relationship with them.
nan
Making recruitment simpler",positive,"['hipeople', 'helped', 'streamline', 'recruitment', 'process', 'making', 'accessible', 'collect', 'reference', 'think', 'question', 'fill', 'reference', 'could', 'allow', 'add', 'detail', 'regarding', 'working', 'relationship', 'nan', 'making', 'recruitment', 'simpler']","Communication, Technology, Checks, Platform, People Management, Adjectives"
592,hipeople,Germany,5.0,Automotive,small-business,"HiPeople gave me a framework to test the ability of my personality in my function in TA. It was interesting to see the patterns that most likely make me succeed in my role.
I think it is a nice to have tool that is really adding value, but does not necessarily have to be implemented.
nan
Giving structured insights, trying to make unbiased decision",positive,"['hipeople', 'gave', 'framework', 'test', 'ability', 'personality', 'function', 'ta', 'wa', 'interesting', 'see', 'pattern', 'likely', 'make', 'succeed', 'role', 'think', 'nice', 'tool', 'really', 'adding', 'value', 'doe', 'necessarily', 'implemented', 'nan', 'giving', 'structured', 'insight', 'trying', 'make', 'unbiased', 'decision']","Platform, Cost"
593,hireright,United States,5.0,Financial Services,mid-market,"This is very simple to use, and the turn around time is great!
I think a more focused dashboard on the initial page after login would be helpful. We don't use this super often so navigation takes me a minute or two to remember.
nan
We use this for background checks for new hires - we get great detailed information from HireRight in a very reasonable amount of time. I only had one background check take an unusual amount of time, but that was due to some issues with the individual. I'm glad they took their time and did a good job for the check.  Used for Background",positive,"['simple', 'use', 'turn', 'around', 'time', 'great', 'think', 'focused', 'dashboard', 'initial', 'page', 'login', 'would', 'helpful', ""n't"", 'use', 'super', 'often', 'navigation', 'take', 'minute', 'two', 'remember', 'nan', 'use', 'background', 'check', 'new', 'hire', 'get', 'great', 'detailed', 'information', 'hireright', 'reasonable', 'amount', 'time', 'one', 'background', 'check', 'take', 'unusual', 'amount', 'time', 'wa', 'due', 'issue', 'individual', ""'m"", 'glad', 'took', 'time', 'good', 'job', 'check', 'used', 'background']","Communication, Complaints & Issues, Checks, Platform, People Management, Features & Functions, Time, Adjectives"
594,zinc-work,Netherlands,4.0,Information Technology and Services,mid-market,"The website has a proper overview and has clear descriptions on what to upload and where. 
The steps are easy and they sent updates about your progres regularly.
I received the request to fill out everything at 20:00. When I had some questions about some unclarities, they couldn't be answered since they were closed.
I was able to find some answers in the FAQ.
nan
I believe that it creates a safer environment on the workplace when everyone is screened by a third party. 
Without invading someones private life, since it is a third party.",positive,"['website', 'ha', 'proper', 'overview', 'ha', 'clear', 'description', 'upload', 'step', 'easy', 'sent', 'update', 'progres', 'regularly', 'received', 'request', 'fill', 'everything', '20:00.', 'question', 'unclarities', 'could', ""n't"", 'answered', 'since', 'closed', 'wa', 'able', 'find', 'answer', 'faq', 'nan', 'believe', 'creates', 'safer', 'environment', 'workplace', 'everyone', 'screened', 'third', 'party', 'without', 'invading', 'someone', 'private', 'life', 'since', 'third', 'party']","Communication, Features & Functions, Adjectives"
595,hipeople,Finland,5.0,Information Technology and Services,small-business,"Using HiPeople has been an absolute game-changer for me. It's like having a super-smart helper who can pick out the best people for my team. With its help, I've been able to find top-notch talent twice as fast and without the usual headaches. Plus, it's super easy to use - just like checking my email or updating my social media. I'd definitely recommend HiPeople to anyone who wants to make hiring a breeze and always pick the winners.
I really hope they will continue coming out with new features without compromising on user experience. Try keep it as simple as possible
nan
Screening candidates always takes a lot of time, but you also don't want to miss the great talent due to lack of time to do the screening. Best",positive,"['using', 'hipeople', 'ha', 'absolute', 'game-changer', ""'s"", 'like', 'super-smart', 'helper', 'pick', 'best', 'people', 'team', 'help', ""'ve"", 'able', 'find', 'top-notch', 'talent', 'twice', 'fast', 'without', 'usual', 'headache', 'plus', ""'s"", 'super', 'easy', 'use', 'like', 'checking', 'email', 'updating', 'social', 'medium', ""'d"", 'definitely', 'recommend', 'hipeople', 'anyone', 'want', 'make', 'hiring', 'breeze', 'always', 'pick', 'winner', 'really', 'hope', 'continue', 'coming', 'new', 'feature', 'without', 'compromising', 'user', 'experience', 'try', 'keep', 'simple', 'possible', 'nan', 'screening', 'candidate', 'always', 'take', 'lot', 'time', 'also', ""n't"", 'want', 'miss', 'great', 'talent', 'due', 'lack', 'time', 'screening', 'best']","Communication, Performance & Quality, Checks, People Management, Features & Functions, Time, Adjectives"
596,certn,Canada,5.0,Computer Software,small-business,"It integrates with Vanta, and it just takes care of the problem of how to get a background check done.
I really don't have anything about Certn's process that I feel doesn't work.
nan
We need to do background checks on all employees.  Certn takes care of that and reports that to Vanta, which we use for compliance evidence management.",positive,"['integrates', 'vanta', 'take', 'care', 'problem', 'get', 'background', 'check', 'done', 'really', ""n't"", 'anything', 'certn', ""'s"", 'process', 'feel', 'doe', ""n't"", 'work', 'nan', 'need', 'background', 'check', 'employee', 'certn', 'take', 'care', 'report', 'vanta', 'use', 'compliance', 'evidence', 'management']","Technology, Checks, Integration, Documentation & Compliance, People Management"
597,certn,Canada,4.5,Management Consulting,small-business,"The support you receive from Customer Service is terrific. The number of different checks available to you is fantastic, and the turnaround time is exceptional.
I really can't think of anything at this time. Anytime I have experienced anything, I have been able to email into Customer Support and receive an answer very quickly.
nan
Providing checks to our clients that are required as part of the recruitment process. This has helped us to be more productive and move more quickly to fill roles.",positive,"['support', 'receive', 'customer', 'service', 'terrific', 'number', 'different', 'check', 'available', 'fantastic', 'turnaround', 'time', 'exceptional', 'really', 'ca', ""n't"", 'think', 'anything', 'time', 'anytime', 'experienced', 'anything', 'able', 'email', 'customer', 'support', 'receive', 'answer', 'quickly', 'nan', 'providing', 'check', 'client', 'required', 'part', 'recruitment', 'process', 'ha', 'helped', 'u', 'productive', 'move', 'quickly', 'fill', 'role']","Communication, Technology, Platform, People Management, Features & Functions, Time"
598,hireright,United States,2.0,Hospital & Health Care,enterprise,"From a new hire and user experience perspective, the HireRight tool is very easy to use.  I have experience both the on the new hire side and the customer/user side in HR.  It is easy to use and understand as a new hire and user platform is easy and putting in orders is easy.  
I must say there is more I dislike about HireRight than I like.  We have had issues with them contacting references repeatedly and at odd hours.  Their customer service leaves room to be desired with post account reps and customer support.  We often have to wait days for a response to urgent issues.  It was unable to integrate successfully with our ATS.   
New hires rarely run into issues with using the tool to input their information for background checks.  They solve our business need of having to run background checks in a timely fashion.   Consider Other Background
I would suggest considering other background check companies.  We plan to switch when we have time to do an RFP to make a switch. ",negative,"['new', 'hire', 'user', 'experience', 'perspective', 'hireright', 'tool', 'easy', 'use', 'experience', 'new', 'hire', 'side', 'customer/user', 'side', 'hr', 'easy', 'use', 'understand', 'new', 'hire', 'user', 'platform', 'easy', 'putting', 'order', 'easy', 'must', 'say', 'dislike', 'hireright', 'like', 'issue', 'contacting', 'reference', 'repeatedly', 'odd', 'hour', 'customer', 'service', 'leaf', 'room', 'desired', 'post', 'account', 'rep', 'customer', 'support', 'often', 'wait', 'day', 'response', 'urgent', 'issue', 'wa', 'unable', 'integrate', 'successfully', 'new', 'hire', 'rarely', 'run', 'issue', 'using', 'tool', 'input', 'information', 'background', 'check', 'solve', 'business', 'need', 'run', 'background', 'check', 'timely', 'fashion', 'consider', 'background', 'would', 'suggest', 'considering', 'background', 'check', 'company', 'plan', 'switch', 'time', 'rfp', 'make', 'switch']","Communication, Complaints & Issues, Checks, Platform, Integration, People Management, Features & Functions, Time, Adjectives"
599,hireright,United States,3.5,Mining & Metals,mid-market,"It is easy to use. The online format is simple and easy. 
I like receiving a reminder when the screen is complete. HireRight does not send one. Your login expires if you do not use it in a couple of weeks.
nan
With any background check, you get the information you need from a hire.  HireRight",negative,"['easy', 'use', 'online', 'format', 'simple', 'easy', 'like', 'receiving', 'reminder', 'screen', 'complete', 'hireright', 'doe', 'send', 'one', 'login', 'expires', 'use', 'couple', 'week', 'nan', 'background', 'check', 'get', 'information', 'need', 'hire', 'hireright']","Time, Features & Functions, Adjectives, Checks"
600,hipeople,Germany,5.0,E-Learning,mid-market,"Saves me plenty of time every day. Easy to set up and use. It returns structured data that I share with our hiring managers. I love the dashboard and visuals of the data and analytics + the fraud detection makes sure I can trust the data.
I like it all. So far, had a great user experience.
nan
Collecting and analyzing reference checks. Helps me to save time, helps our hiring managers to get the most out of the data.",positive,"['save', 'plenty', 'time', 'every', 'day', 'easy', 'set', 'use', 'return', 'structured', 'data', 'share', 'hiring', 'manager', 'love', 'dashboard', 'visuals', 'data', 'analytics', 'fraud', 'detection', 'make', 'sure', 'trust', 'data', 'like', 'far', 'great', 'user', 'experience', 'nan', 'collecting', 'analyzing', 'reference', 'check', 'help', 'save', 'time', 'help', 'hiring', 'manager', 'get', 'data']","Communication, Technology, Checks, Platform, People Management, Features & Functions, Time, Adjectives"
601,zinc-work,United Kingdom,5.0,Oil & Energy,enterprise,"I loved how easy Zinc was to use, in terms of providing data it was super easy to fill out and get sent. I love the UI and the automation.
I honestly think some of the things that could be added is more transparency regarding the DBS checks and being able to see the data.
nan
Zinc has helped companies like the one I'm now working with! They're able to take the hard work out of referencing.",positive,"['loved', 'easy', 'zinc', 'wa', 'use', 'term', 'providing', 'data', 'wa', 'super', 'easy', 'fill', 'get', 'sent', 'love', 'ui', 'automation', 'honestly', 'think', 'thing', 'could', 'added', 'transparency', 'regarding', 'db', 'check', 'able', 'see', 'data', 'nan', 'zinc', 'ha', 'helped', 'company', 'like', 'one', ""'m"", 'working', ""'re"", 'able', 'take', 'hard', 'work', 'referencing']","Communication, Technology, Checks, Platform, Documentation & Compliance, Adjectives"
602,checkr,United States,5.0,Individual & Family Services,small-business,"I've been using Checkr for about 4-5 years now.  Their system is user-friendly.  One of the many things I like about Checkr is that their system is easy to navigate and understand.  They also notify me to update passwords once so often to secure my account.  I will never forget that it also contains the tools you need if you encounter an applicant with criminal records.  The customer service was excellent, and they will help you the best way they can.

Recently, I have been getting the results after 10 minutes of the applicant completing the forms.  Our hiring turnaround time has been great and gives us an edge over competitors.
I honestly do not see anything I dislike about Checkr.  They have been a perfect tool for our hiring needs.
nan
None at the moment. Great Tool for",positive,"[""'ve"", 'using', 'checkr', '4-5', 'year', 'system', 'user-friendly', 'one', 'many', 'thing', 'like', 'checkr', 'system', 'easy', 'navigate', 'understand', 'also', 'notify', 'update', 'password', 'often', 'secure', 'account', 'never', 'forget', 'also', 'contains', 'tool', 'need', 'encounter', 'applicant', 'criminal', 'record', 'customer', 'service', 'wa', 'excellent', 'help', 'best', 'way', 'recently', 'getting', 'result', '10', 'minute', 'applicant', 'completing', 'form', 'hiring', 'turnaround', 'time', 'ha', 'great', 'give', 'u', 'edge', 'competitor', 'honestly', 'see', 'anything', 'dislike', 'checkr', 'perfect', 'tool', 'hiring', 'need', 'nan', 'none', 'moment', 'great', 'tool']","Communication, Performance & Quality, Complaints & Issues, Technology, Checks, Platform, People Management, Time, Adjectives"
603,certn,Canada,5.0,"Health, Wellness and Fitness",mid-market,"CERTN is easy to use to do our background checks on new hires.
Their support team is quick to respond and very helpful
I honestly can't think of any.  CERTN is WAY better than the other company we used to use
nan
CERTN allows us to quickly and easily perform background checks on new hires.  
The quick turnaround times and helpful support make everything a breeze.",positive,"['certn', 'easy', 'use', 'background', 'check', 'new', 'hire', 'support', 'team', 'quick', 'respond', 'helpful', 'honestly', 'ca', ""n't"", 'think', 'certn', 'way', 'better', 'company', 'used', 'use', 'nan', 'certn', 'allows', 'u', 'quickly', 'easily', 'perform', 'background', 'check', 'new', 'hire', 'quick', 'turnaround', 'time', 'helpful', 'support', 'make', 'everything', 'breeze']","Communication, Checks, Platform, People Management, Time, Adjectives"
604,sterling-talent-solutions,United States,5.0,Telecommunications,enterprise,"It’s a very simple and easy to use software. I like that the interface is user friendly and simple. Also the few times I have had to use it getting results has never taken long which is a blessing 
I honestly can’t think of a single complaint. The software is great
nan
These days a new hire candidate can quite literally at times be too good to be true. As trusting as I am verification is a must and this software is an easy and simple way to achieve that",positive,"['’', 'simple', 'easy', 'use', 'software', 'like', 'interface', 'user', 'friendly', 'simple', 'also', 'time', 'use', 'getting', 'result', 'ha', 'never', 'taken', 'long', 'blessing', 'honestly', '’', 'think', 'single', 'complaint', 'software', 'great', 'nan', 'day', 'new', 'hire', 'candidate', 'quite', 'literally', 'time', 'good', 'true', 'trusting', 'verification', 'must', 'software', 'easy', 'simple', 'way', 'achieve']","Technology, Checks, Platform, People Management, Time, Adjectives"
605,hipeople,United States,4.5,Non-Profit Organization Management,mid-market,"I love automated reference checks.  Previously I was emailing a word doc to references, then uploading to our ATS.  Its great to be automated.  Assessments are awesome as well
I havent found anything that I do not like yet.
nan
HiPeople helps us understand employee skills and strengths straight from the start.  Automated processes help free up recruiter time for other development-based projects Assessments and",positive,"['love', 'automated', 'reference', 'check', 'previously', 'wa', 'emailing', 'word', 'doc', 'reference', 'uploading', 'great', 'automated', 'assessment', 'awesome', 'well', 'havent', 'found', 'anything', 'like', 'yet', 'nan', 'hipeople', 'help', 'u', 'understand', 'employee', 'skill', 'strength', 'straight', 'start', 'automated', 'process', 'help', 'free', 'recruiter', 'time', 'development-based', 'project', 'assessment']","Communication, Performance & Quality, Technology, Checks, Platform, Integration, People Management, Features & Functions, Time, Adjectives"
606,hipeople,Turkey,4.5,Program Development,small-business,"Sorular ve platform oldukça eğlenceliydi. Also, voice and video communication makes perfect sense. A good platform to get to know employees. I would like to make job interview preparations here.
I haven't used it enough to criticize, but I wish the texts in the questions could be copied. Maybe more test type questions could be asked. Number of questions is a little scary
nan
İş arkadaşım için referans yazısı yazmam gerekti. Bunu tek bir metin halinde yazsaydım gerçekten çok sıkılırdım. HiPeople beni yönlendirdi ve bu süreci benim için kolaylaştırdı. Bu nedenle yararlı olduğunu düşünüyorum.",positive,"['sorular', 'platform', 'oldukça', 'eğlenceliydi', 'also', 'voice', 'video', 'communication', 'make', 'perfect', 'sense', 'good', 'platform', 'get', 'know', 'employee', 'would', 'like', 'make', 'job', 'interview', 'preparation', ""n't"", 'used', 'enough', 'criticize', 'wish', 'text', 'question', 'could', 'copied', 'maybe', 'test', 'type', 'question', 'could', 'asked', 'number', 'question', 'little', 'scary', 'nan', 'i̇ş', 'arkadaşım', 'için', 'referans', 'yazısı', 'yazmam', 'gerekti', 'bunu', 'tek', 'bir', 'metin', 'halinde', 'yazsaydım', 'gerçekten', 'çok', 'sıkılırdım', 'hipeople', 'beni', 'yönlendirdi', 'bu', 'süreci', 'benim', 'için', 'kolaylaştırdı', 'bu', 'nedenle', 'yararlı', 'olduğunu', 'düşünüyorum']","Platform, People Management, Communication"
607,zinc-work,United Kingdom,5.0,Computer Software,mid-market,"Zinc is incredibly easy to use and I really enjoy the automated side of it (automatically sending reminders).
I haven't noticed any dislikes or missing features so far.
nan
Zinc is automating processes that are usually quite admin heavy and automating the process which helps me be more productive in other aspects of my role!",positive,"['zinc', 'incredibly', 'easy', 'use', 'really', 'enjoy', 'automated', 'side', 'automatically', 'sending', 'reminder', ""n't"", 'noticed', 'dislike', 'missing', 'feature', 'far', 'nan', 'zinc', 'automating', 'process', 'usually', 'quite', 'admin', 'heavy', 'automating', 'process', 'help', 'productive', 'aspect', 'role']","Communication, Technology, Complaints & Issues, Platform, Time, Adjectives"
